run,mode,slots,workers,pattern,pinned,records,updates,elapsed_seconds,peak_rss_bytes,live_bytes,overflow_bytes,retired_bytes,reclaimed_bytes,pending_bytes,appended_updates,cow_updates,parallel_updates,materialization_waves,reference_ok
3,batch,2,4,uniform,1,100000,100000,0.0205108,29114368,7680320,0,4662976,4662976,0,91863,8137,99974,378,True
3,batch,4,1,uniform,1,100000,100000,0.00811833,24625152,7989360,309040,292720,292720,0,99642,358,0,158,True
3,batch,8,1,uniform,1,100000,100000,0.00751688,24625152,8520952,840632,0,0,0,100000,0,0,0,True
3,batch,8,1,hot,0,100000,100000,0.0125003,23953408,7690200,9880,4581008,4581008,0,90070,9930,0,2366,True
3,batch,4,1,hot,0,100000,100000,0.0138969,23953408,7682880,2560,6164400,6164400,0,82082,17918,0,3200,True
3,batch,2,4,hot,0,100000,100000,0.0679713,24100864,7680320,0,7855104,7855104,0,70079,29921,87680,4063,True
3,batch,2,2,hot,0,100000,100000,0.0540202,24018944,7680320,0,7945344,7945344,0,70079,29921,87118,4132,True
3,batch,2,1,hot,0,100000,100000,0.0160917,23969792,7680320,0,7925632,7925632,0,70079,29921,0,4145,True
3,batch,0,1,hot,0,100000,100000,0.029478,24625152,7680320,0,25175232,25175232,0,0,100000,0,7625,True
3,seq,2,1,hot,0,100000,100000,0.00804858,47284224,7680320,0,26809216,26809216,0,,,0,,True
3,cow,0,1,hot,0,100000,100000,0.0995131,24543232,7680320,0,89600000,89600000,0,0,100000,0,0,True
3,cow,0,1,hot,1,100000,100000,0.0986474,148537344,7680320,0,89600000,89600000,0,0,100000,0,0,True
3,seq,2,1,hot,1,100000,100000,0.00860075,67813376,7680320,0,26809216,26809216,0,,,0,,True
3,batch,0,1,hot,1,100000,100000,0.0292296,54099968,7680320,0,25033472,25033472,0,0,100000,0,7528,True
3,batch,2,1,hot,1,100000,100000,0.0163783,32276480,7680320,0,7917312,7917312,0,70079,29921,0,4123,True
3,batch,2,2,hot,1,100000,100000,0.0544338,32473088,7680320,0,7987712,7987712,0,70079,29921,86344,4185,True
3,batch,2,4,hot,1,100000,100000,0.069507,32391168,7680320,0,7890816,7890816,0,70079,29921,86841,4093,True
3,batch,4,1,hot,1,100000,100000,0.0149617,30310400,7682880,2560,6179504,6179504,0,82082,17918,0,3208,True
3,batch,8,1,hot,1,100000,100000,0.0130517,28377088,7690200,9880,4621136,4621136,0,90070,9930,0,2420,True
3,batch,8,1,insert,0,100000,100000,0.0186333,34406400,15360064,0,30021184,30021184,0,0,100000,0,391,True
3,batch,4,1,insert,0,100000,100000,0.0186575,34406400,15360064,0,30028928,30028928,0,0,100000,0,391,True
3,batch,2,4,insert,0,100000,100000,0.030817,34766848,15360064,0,30021824,30021824,0,0,100000,100000,391,True
3,batch,2,2,insert,0,100000,100000,0.02637,34717696,15360064,0,30013440,30013440,0,0,100000,100000,391,True
3,batch,2,1,insert,0,100000,100000,0.0187467,34406400,15360064,0,30038528,30038528,0,0,100000,0,391,True
3,batch,0,1,insert,0,100000,100000,0.0187471,34406400,15360064,0,30039680,30039680,0,0,100000,0,391,True
3,seq,2,1,insert,0,100000,100000,0.0201249,78774272,15360064,0,77407360,77407360,0,,,0,,True
3,cow,0,1,insert,0,100000,100000,0.0954551,34160640,15360064,0,77407360,77407360,0,0,100000,0,0,True
3,cow,0,1,insert,1,100000,100000,0.108261,145555456,15360064,0,77407744,77407744,0,0,100000,0,0,True
3,seq,2,1,insert,1,100000,100000,0.0197338,153288704,15360064,0,77407744,77407744,0,,,0,,True
3,batch,0,1,insert,1,100000,100000,0.021003,75644928,15360064,0,30032384,30032384,0,0,100000,0,391,True
3,batch,2,1,insert,1,100000,100000,0.0209583,75595776,15360064,0,30027328,30027328,0,0,100000,0,391,True
3,batch,2,2,insert,1,100000,100000,0.0281872,75677696,15360064,0,30008960,30008960,0,0,100000,100000,391,True
3,batch,2,4,insert,1,100000,100000,0.0324356,75759616,15360064,0,29998272,29998272,0,0,100000,99989,392,True
3,batch,4,1,insert,1,100000,100000,0.0209307,75661312,15360064,0,30014848,30014848,0,0,100000,0,391,True
3,batch,8,1,insert,1,100000,100000,0.0210165,75743232,15360064,0,30018112,30018112,0,0,100000,0,392,True
