run,order,records,updates,clients,workers,slots,pattern,pinned,elapsed_seconds,peak_rss_bytes,live_requested_bytes,sidecar_bytes,retired_bytes,reclaimed_bytes,pending_bytes,appended_updates,cow_updates,append_waves,max_wave_groups,parallel_min_groups,parallel_waves,parallel_updates,reference_ok
3,4,10000,30000,4,2,0,zipfian,0,0.0335165,8683520,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,1,10000,30000,4,2,4,zipfian,0,0.0229521,8601600,469048,103480,7624456,7624456,0,24491,5509,4554,60,16,160,3612,True
3,2,10000,30000,4,2,8,zipfian,0,0.019264,8601600,590568,225000,4068520,4068520,0,27251,2749,2596,81,16,478,13100,True
3,3,10000,30000,4,2,2,zipfian,0,0.0308432,8601600,411824,46256,12816248,12816248,0,20407,9593,6603,31,16,19,375,True
3,4,10000,30000,4,2,0,zipfian,0,0.0367699,8699904,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,1,10000,30000,4,4,0,zipfian,0,0.0372658,8634368,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,2,10000,30000,4,4,2,zipfian,0,0.0966298,8601600,411824,46256,12816248,12816248,0,20407,9593,6603,31,2,4485,18263,True
3,3,10000,30000,4,4,8,zipfian,0,0.0491431,8601600,590568,225000,4068520,4068520,0,27251,2749,2577,81,2,2333,27002,True
3,4,10000,30000,4,4,4,zipfian,0,0.081611,8699904,469048,103480,7624456,7624456,0,24491,5509,4570,54,2,3686,23586,True
3,1,10000,30000,4,4,0,zipfian,0,0.0335482,8601600,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,2,10000,30000,4,4,2,zipfian,0,0.0272032,8667136,411824,46256,12816248,12816248,0,20407,9593,6667,31,16,19,398,True
3,3,10000,30000,4,4,8,zipfian,0,0.020341,8601600,590568,225000,4068520,4068520,0,27251,2749,2596,81,16,461,12781,True
3,4,10000,30000,4,4,4,zipfian,0,0.0241314,8650752,469048,103480,7624456,7624456,0,24491,5509,4584,54,16,170,3845,True
3,1,10000,30000,4,4,2,zipfian,1,0.0306963,18432000,411824,46256,12816248,12816248,0,20407,9593,6605,31,16,15,319,True
3,2,10000,30000,4,4,4,zipfian,1,0.0237052,12746752,469048,103480,7624456,7624456,0,24491,5509,4539,54,16,155,3457,True
3,3,10000,30000,4,4,0,zipfian,1,0.0330395,46006272,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,4,10000,30000,4,4,8,zipfian,1,0.0190143,9043968,590568,225000,4068520,4068520,0,27251,2749,2595,81,16,499,13631,True
3,1,10000,30000,4,4,2,zipfian,1,0.0970627,18415616,411824,46256,12816248,12816248,0,20407,9593,6604,31,2,4446,18232,True
3,2,10000,30000,4,4,4,zipfian,1,0.0787175,12730368,469048,103480,7624456,7624456,0,24491,5509,4566,54,2,3676,23583,True
3,3,10000,30000,4,4,0,zipfian,1,0.0292605,46006272,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,4,10000,30000,4,4,8,zipfian,1,0.0469532,9027584,590568,225000,4068520,4068520,0,27251,2749,2600,81,2,2354,27001,True
3,1,10000,30000,4,2,8,zipfian,1,0.0150351,8962048,590568,225000,4068520,4068520,0,27251,2749,2603,75,16,478,13384,True
3,2,10000,30000,4,2,0,zipfian,1,0.0285365,45973504,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
3,3,10000,30000,4,2,4,zipfian,1,0.0175091,12664832,469048,103480,7624456,7624456,0,24491,5509,4545,54,16,155,3463,True
3,4,10000,30000,4,2,2,zipfian,1,0.0230492,18317312,411824,46256,12816248,12816248,0,20407,9593,6575,29,16,22,422,True
3,1,10000,30000,4,2,8,zipfian,1,0.0364748,8978432,590568,225000,4068520,4068520,0,27251,2749,2597,81,2,2348,26997,True
3,2,10000,30000,4,2,0,zipfian,1,0.0287575,45973504,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,3,10000,30000,4,2,4,zipfian,1,0.0581447,12664832,469048,103480,7624456,7624456,0,24491,5509,4598,54,2,3711,23591,True
3,4,10000,30000,4,2,2,zipfian,1,0.0711077,18333696,411824,46256,12816248,12816248,0,20407,9593,6612,31,2,4471,18238,True
3,1,10000,30000,4,1,4,zipfian,1,0.0158171,12615680,469048,103480,7624456,7624456,0,24491,5509,4566,50,2,0,0,True
3,2,10000,30000,4,1,8,zipfian,1,0.0100201,8929280,590568,225000,4068520,4068520,0,27251,2749,2560,81,2,0,0,True
3,3,10000,30000,4,1,2,zipfian,1,0.022568,18268160,411824,46256,12816248,12816248,0,20407,9593,6622,31,2,0,0,True
3,4,10000,30000,4,1,0,zipfian,1,0.0278542,45957120,365568,0,38400000,38400000,0,0,30000,0,0,2,0,0,True
3,1,10000,30000,4,1,4,zipfian,1,0.016036,12615680,469048,103480,7624456,7624456,0,24491,5509,4595,54,16,0,0,True
3,2,10000,30000,4,1,8,zipfian,1,0.0102053,8929280,590568,225000,4068520,4068520,0,27251,2749,2579,81,16,0,0,True
3,3,10000,30000,4,1,2,zipfian,1,0.0226972,18268160,411824,46256,12816248,12816248,0,20407,9593,6568,29,16,0,0,True
3,4,10000,30000,4,1,0,zipfian,1,0.0286472,45957120,365568,0,38400000,38400000,0,0,30000,0,0,16,0,0,True
